Título,Autor,"Preço decapa","Preço comdesconto"
PROBLEMAS RESOLVIDOS DE QUÍMICA QUÂNTICA,EDUARDO HOLLAUER,"R$110,00","55,00"
PUBLICIDADE AC/DC,EDSON SCORCELLI; CRISTINA VAZ DE CARVALHO,"R$30,00","15,00"
"REINADO DA LUA, O","SILVIA R.COIMBRA, FLÁVIA MARTINS E MARIA LETICIA D","R$88,00","44,00"
2006 POR QUE PERDEMOS O HEXA,FABIO AGUIAR,"R$35,00","17,50"
PARAISO ARMADO,AZIZ FILHO E FRANCISCO ALVES FILHO,"R$37,00","18,50"
DEUSES DA GUERRA,CLAUDIO FANTINI,"R$40,00","20,00"
"FURGAO DOS LOUCOS, O",CARLOS LISCANO,"R$35,00","17,50"
"ESTRELA NAO E MAIS VERMELHA, A",OSWALDO E. DO AMARAL,"R$25,00","12,50"
VIAJANTES DO SOL NASCENTE,JHONY ARAI,"R$37,00","18,50"
QUANTO VALE UM CINEASTA BRASILEIRO?,MARCELO SOLER,"R$24,90","12,45"
"ASSASSINA DE LADY DI, A",ALEJANDRO LOPEZ,"R$24,90","12,45"
SE SOU TAO INTELIGENTE...POR QUE ME,GABRIELA ACHER,"R$35,00","17,50"
DANÇA COM AS BRUXAS,FATIMA MIRANDA,"R$7,60","3,80"
"AMOR DE MARIA MADALENA POR JESUS, O",FATIMA MIRANDA,"R$35,00","17,50"
"CASA DO ALAÚDE, A",MYRNA HERZOG,"R$25,00","12,50"
LEITURAS CRÍTICAS SOBRE GABRIEL COHN,LEONARDO AVRITZER (ORG.),"R$32,00","16,00"
"SOCIOLOGIA DE TALCOTT PARSONS, A",JOSÉ MAURICIO DOMINGUES,"R$25,00","12,50"
MODERNIDADE GLOBAL E CIVILIZAÇÃO CONTEMPORÂNEA,JOSÉ MAURÍCIO DOMINGUES,"R$65,00","32,50"
"CAVERNA NA NEVE, A",VICKI MACKENZIE,"R$56,00","28,00"
"CRISTAL E O CAMINHO DE LUZ, O",CHOGYAL NAMKHAI NORBU,"R$44,00","22,00"
"GATA DO DALAI LAMA E A ARTE RONRONAR, A",DAVID MICHIE,"R$36,00","18,00"
"SUTRA DO CORAÇÃO, O",KAZUAKI TANAHASHI,"R$49,00","24,50"
TESOUROS DO PICO DO JUNIPERO,TRADUTOR MARCELO NICOLODI,"R$42,00","21,00"
ALÉM DE RELIGIÃO,SUA SANTIDADE DALAI LAMA,"R$45,00","22,50"
LOTUS BRANCO,JAMGON MIPHAM,"R$30,00","15,00"
SENTAR TIPO BUDA,Lodro Rinzler,"R$29,90","14,95"
EDUCAÇÃO VALENTE,KRISSY POZATEK,"R$49,00","24,50"
"CURA ATRAVÉS DA FORMA, DA ENERGIA E DA LUZ",TENZIN WANGYAL RINPOCHE,"R$52,00","26,00"
CRESCENDO ZEN,Rachel Melo,"R$45,00","22,50"
ZIJI,Yongey Mingyur Rinpoche e Torey Hayden,"R$36,90","18,45"
CONSELHOS DE CORACAO PARA CORACAO - LUCIDA LETRA,Chökyi Nyima Rinpoche,"R$34,00","17,00"
LOUCA SABEDORIA,CHOGYAM TRUNGPA,"R$52,00","26,00"
TRANSFORMANDO CONFUSÃO EM CLAREZA,YONGEY MINGYUR RINPOCHE,"R$65,00","32,50"
"ALEGRIA DE VIVER, A",Yongey Mingyur Rinpoche e Eric Swanson,"R$59,90","29,95"
DANÇA MÁGICA,Thinley Norbu,"R$52,00","26,00"
PERCORRENDO O CAMINHO DA COMPAIXAO - LUCIDA LETRA,17o Karmapa Orgyen Trinle Dordje Sua Santidade,"R$36,00","18,00"
BUDISMO COM ATITUDE,B. ALAN WALLACE,"R$56,90","28,45"
"RODA QUE REALIZA TODOS OS DESEJOS, A",KHENPO KARTHAR RINPOCHE,"R$44,90","22,45"
"CORAÇÃO ABERTO, MENTE ABERTA",TSOKNYI RINPOCHE,"R$44,00","22,00"
REFLEXOS EM UM LAGO NA MONTANHA,JETSUNMA TENZIN PALMO,"R$49,00","24,50"
ALEGRE SABEDORIA,YONGEY,"R$54,90","27,45"
AQUIETANDO A MENTE,B.ALAN WALLACE,"R$44,90","22,45"
REFUGIO VERDADEIRO,Tara Brach,"R$59,00","29,50"
CHUVA DE BENÇÃOS,JAMGÖN MIPHAM,"R$34,00","17,00"
"LUA NO ESPELHO, A",S.EMA. GYALWA DOKHAMPA,"R$30,00","15,00"
"LÓGICA DA FÉ, A",Elizabeth Mattis Namgyel,"R$42,00","21,00"
MAHAMUDRA,Lama Thubten Yeshe,"R$39,00","19,50"
"CARMA: O QUE É, O QUE NÃO É, E SUA IMPORTÂNCIA",TRALEG KYABGON,"R$44,00","22,00"
INVESTIGANDO A MENTE,B. Alan Wallace,"R$56,00","28,00"
CRIATIVIDADE ESPONTÂNEA,Tenzin Wangyal Rinpoche,"R$44,90","22,45"
"ESPELHO PARA RELEMBRAR, UM",TSELE NATSOK RANGDROL,"R$44,90","22,45"
"MUNDO PODERIA SER DIFERENTE, O",Norman Fischer,"R$49,00","24,50"
CONSORTE DO NASCIDO LÓTUS,Gyalwa Changchub e Namkhai Nyingpo,"R$49,00","24,50"
MEDITAÇÃO EM AÇÃO PARA CRIANÇAS,SUSAN KAISER GREENLAND,"R$56,00","28,00"
ALÉM DO MATERIALISMO ESPIRITUAL,CHOGYAM TRUNGPA,"R$49,00","24,50"
GUIA DO CORAÇÃO PARTIDO,LONDRO RINZLER,"R$34,90","17,45"
"GATA DO DALAI LAMA, A",DAVID MICHIE,"R$42,00","21,00"
APAIXONADO PELO MUNDO,YONGEY MINGYUR RINPOCHE E HELEN TWORKOV,"R$54,90","27,45"
"PODER DE UMA PERGUNTA ABERTA, O",ELIZABETH MATTIS - NAMGYEL,"R$42,00","21,00"
BUDA REBELDE,DZOFCHEN PONLOP,"R$44,90","22,45"
"MENTE SERENA, A",S.EMA.GYALWA DOKHAMPA,"R$42,00","21,00"
TRISTEZA AMOR ABERTURA,chokyi nyima rinpoche,"R$34,90","17,45"
RESGATE EMOCIONAL,DZOGCHEN PONLOP RINPOCHE,"R$49,90","24,95"
"QUATRO INCOMENSURÁVEIS, AS",b.alan wallace,"R$44,90","22,45"
FELICIDADE GENUÍNA,B.ALAN WALLACE,"R$49,90","24,95"
QUANDO O CHOCOLATE ACABA,"Lama Yeshe, Trad.Terezinha V. Mesquita","R$30,00","15,00"
AUTOCOMPAIXÃO,KRISTIN NEFF,"R$54,90","27,45"
NO CORAÇÃO DA VIDA,JETSUNMA TENZIN PALMO,"R$44,90","22,45"
MORTE LUCIDA,LUIZ ANTONIO MARTINS,"R$36,00","18,00"
MARIA BETHANIA,REYNALDO JARDIM,"R$66,00","33,00"
ENLACES ESTUDOS DE FOLCLORE E CULTURAS POPULARES,MARIA LAURA CAVALCANTI E JOANA CORREA,"R$54,00","27,00"
ADESTRE SEU DONO SEM ESTRESSE,ANA MARGARIDA MIGNONE,"R$29,00","14,50"
BAIANAS DE ACARAJE,NINA PINHEIRO BITAR,"R$30,00","15,00"
ALMANAQUE - REVOLTAS POPULARES BRASILEIRAS,Neusa Fernandes,"R$30,00","15,00"
EFEMERIDES VASSOURENSES,"Marco Santos, Neusa Fernandes, Olinio Gomes P.Coel","R$30,00","15,00"
HISTORIA E GEOGRAFIA FLUMINENSE,"Neusa Fernandes, Olinto Gomes P. Coelho (orgs.)","R$50,00","25,00"
EFEMERIDES CARIOCAS,"Olinio Gomes P. Coelho, Neusa Fernandes","R$60,00","30,00"
PAULO CLIMACHAUSKA,FERNANDO ALBERTO SARAIVA,"R$58,00","29,00"
OSCAR ARARIPE,OSCAR ARARIPE,"R$280,00","140,00"
"AO AMOR DO PUBLICO: MONUMENTOS, ESCULTURAS...","PATRICIA PAMPLONA, PEPE SCHETTINO","R$125,00","62,50"
"RIO PELO ALTO, O 1930-1940",PATRICIA PAMPLONA,"R$120,00","60,00"
JOGO DO SENTA,PAULO CEZAR GUIMARÃES,"R$35,00","17,50"
"MAIOR BOTAFOGO DE TODOS OS TEMPOS, O",ROBERTO PORTO,"R$35,00","17,50"
1962 O ANO MANE,MAURICIO NEVES DE JESUS,"R$45,00","22,50"
DE CHARLES MILLER A GORDUCHINHA,DARCIO RICCA,"R$50,00","25,00"
100 MELHORES CRONICAS COMENTADAS DE JOÃO SALDANHA,JOÃO SALDANHA,"R$50,00","25,00"
FLO O GOLEIRO MELHOR DO MUNDO,THOMAS MAZZONI,"R$35,00","17,50"
OCTAVIO - O CIVIL DOS 18 FORTE DE COPACABANA,AFONSO LICKS,"R$45,00","22,50"
LARICA CARIOCA,INES GARÇONI (ORG.),"R$34,00","17,00"
DIÁRIO DE CERVEJA,ROGÉRIO COSTA; GUSTAVO BARBOSA,"R$23,50","11,75"
GUIA GASTRONÔMICO DAS FAVELAS DO RIO,SÉRGIO BLOCH,"R$70,00","35,00"
GUIA CARIOCA DA GASTRONOMIA DE RUA 2,SÉRGIO BLOCH,"R$65,00","32,50"
DASEINSANALISE,Alice Holzhey-Kunz,"R$89,80","44,90"
PODER DIREITO E ORDEM,ALEXANDRE FRANCO DE SÁ,"R$58,00","29,00"
PSICOTERAPIA E ANALISE EXISTENCIAL,Ludwig Binswanger,"R$68,90","34,45"
PARA UMA PSIQUIATRIA FENOMENOLÓGICA,Thomas Fuchs,"R$78,40","39,20"
PSICOLOGIA FENOMENOLOGICO EXISTENCIAL,PAULO EDUARDO R.A. EVANGELISTA (ORGANIZADOR),"R$62,00","31,00"
VERDADE EMOCIONAL,Alice Holzhey-Kunz,"R$69,90","34,95"
ARTE E TÉCNICA EM HEIDEGGER,Irene Borges-Duarte,"R$92,90","46,45"
NIETZSCHE E AS CARTAS,"Rosa Maria Dias, Marina Gomes de Oliveira (orgs.)","R$78,90","39,45"
PARA LER SLOTERDIJK,Paulo Ghiraldelli Junior,"R$72,80","36,40"
FENOMENOLOGIA PARA INICIANTES,Dan Zahavi,"R$38,80","19,40"
INTRODUÇÃO A MARTIN HEIDEGGER,Günter Figal,"R$63,00","31,50"
J P SARTRE E OS DESAFIOS A PSICOLOGIA CONTEMPORAN,"Fernando, Daniela, Georges","R$67,80","33,90"
NIETZSCHE E LOU,"Friedrich Nietzsche, Lou Andreas von Salomé","R$62,90","31,45"
SEMINARIOS DE ZOLLIKON,Martin Heidegger; (org.) Peter Trawny,"R$188,90","94,45"
SOBRE A TEORIA DAS FICÇÕES JURÍDICAS,Hans Kelsen,"R$43,40","21,70"
CONTRIBUIÇÕES A FILOSOFIA,MARTIN HEIDEGGER,"R$148,90","74,45"
ESCRITOS MISTICO POLITICOS,Antonin Artaud,"R$70,90","35,45"
FENOMENOLOGIA DA EXPERIÊNCIA MÍSTICA,Alexandre Marques Cabral,"R$58,90","29,45"
FRITZ PERLS E PAUL GOODMAN,Marcus Cézar Belmino,"R$52,60","26,30"
LIÇÕES INTRODUTORIAS A ETICA DE ESPINOSA,Marcos André Gleizer,"R$40,00","20,00"
NIETZSCHE E A JUSTIÇA PARA ALEM DA IDEIA,Luis Filipe Araújo,"R$69,90","34,95"
PARA ALEM DA TECNICA,Roberto Novaes de Sá,"R$56,90","28,45"
PESQUISA FENOMENOLOGICA E HEMENEUTICA,Marcos Colpo,"R$54,80","27,40"
RESSENTIMENTO E VONTADE - VIA VERITA,Oswaldo Giacoia Junior,"R$62,90","31,45"
"AFETO E O AFETAR EM RELAÇÕES DE GRUPO, O",Marcelo Pinheiro da Silva,"R$45,00","22,50"
ANGUSTIA E SERENIDADE,Joelson Tavares Rodrigues,"R$68,90","34,45"
ASPECTOS DA MODALIDADE,Róbson Ramos dos Reis,"R$72,90","36,45"
BANALIDADE DE HEIDEGGER,Jean-Luc Nancy,"R$56,40","28,20"
CONTEMPLAÇÕES FENOMENOLOGICAS ENTRE ARTE E CLINIC,Maíra Mendes,"R$64,20","32,10"
"CORVO E A ESCRIVANINHA, O",Débora Lázaro,"R$36,80","18,40"
CUIDADO E EDUCAÇÃO,Crisóstomo Lima do Nascimento,"R$56,80","28,40"
DA TERNURA COM O PASSADO,Marcelo de Mello Rangel,"R$44,90","22,45"
"DESASSOSSEGO HUMANO NA CONTEMPORANEIDADE, O",Elza Dutra (org.),"R$88,60","44,30"
DESIDENTIDADES E RESISTÊNCIAS,Alexandre Marques Cabral,"R$64,90","32,45"
ENSAIO SOBRE UM PRINCÍPIO PROTESTANTE,Alexandre Marques Cabral,"R$62,00","31,00"
"ENSAIOS SOBRE KANT, CIÊNCIA E NATUREZA HUMANA",Patricia Kuark-leite,"R$68,20","34,10"
ENTRE A ARAUCANIA MALDITA E O DESERTO INDOMITO,Alessandra Gonzalez de Carvalho Seixlack,"R$64,90","32,45"
ETERNIDADE FRAGIL,Marco Antônio dos Santos Casa Nova,"R$112,60","56,30"
EXPERIÊNCIAS ABISSAIS,Rafael Haddock Lobo,"R$59,90","29,95"
"FALTA QUE MARX NOS FAZ, A",Marco Casanova,"R$68,20","34,10"
FENOMENOLOGIA EXISTENCIAL E PRATICA EM PSICOLOGIA,"Henriette Moratto, Paulo Evangelista","R$58,90","29,45"
FENOMENOLOGIA EXISTENCIAL E PRATICA EM PSICOLOGIA,"Henriette Moratto, Paulo Eduardo Evangelista, Pedr","R$58,00","29,00"
FENOMENOLOGIA HOJE VI,"Bernhard Sylla, Irene Borges Duarte, Marco Casan","R$89,10","44,55"
FILOSOFIA DO DIREITO E HERMENEUTICA FILOSOFICA,Paulo César Pinto de Oliveira,"R$78,60","39,30"
FUNDAMENTOS EPISTEMOLOGICOS,Paulo Coelho Castelo Branco,"R$54,90","27,45"
GESTOS ESPONTANEOS,José Guedes,"R$52,40","26,20"
HEIDEGGER EM BULTMANN,Alexandre Marques Cabral,"R$78,90","39,45"
HERMENEUTICA E ARTE,Alexandre Marques Cabral e Marco Casanova,"R$78,90","39,45"
"HINO DE HOLDERLIN RECORDAÇÃO, O",Martin Heidegger,"R$69,90","34,95"
LIMITES DA COMUNIDADE,Helmut Plessner,"R$59,90","29,95"
MEMORIA NA ANTIGUIDADE,Izabela Bocayura (org.),"R$38,00","19,00"
MISTICA A SERENIDADE E A ESPIRITUALIDADE,Patrick Wagner de Azevedo,"R$59,90","29,95"
MUNDO E HISTORICIDADE - VOLUME 1,Marco Antônio Casanova,"R$82,90","41,45"
NATAN O SABIO,G. E. Lessing,"R$58,90","29,45"
ONTOLOGIA GESTALTICA DE PAUL GOODMAN,Marcus Cézar Belmino,"R$82,40","41,20"
PSICOLOGIA CUIDADO DE SI E CLINICA,Cristine Monteiro Mattar,"R$72,90","36,45"
PSICOLOGIA HOSPITALAR,"Andréa B. A. Castelo Branco, Daniela R. G. Gomes","R$74,90","37,45"
PSICOLOGIA POS IDENTITARIA,Alexandre Marques Cabral,"R$58,20","29,10"
PSICOTERAPIA DE GRUPO NA ABORDAGEM FENOMENOLÓGICO,Ana Tereza Camasmie,"R$72,40","36,20"
REFLEXOES FILOSOFICAS SOBRE A HISTORIA,José Nicolao Julião,"R$62,90","31,45"
RESGATE,Gilda Niemeyer,"R$38,00","19,00"
SARTRE E A POLÍTICA,"Marcelo S. Norberto, Fabio Caprio Leite de Castro","R$54,80","27,40"
"TEMPO DA MEDICINA, O",Carlos Pompilio,"R$58,90","29,45"
TEOLOGIA DA MALANDRAGEM,Alexandre Marques Cabral,"R$52,90","26,45"
TEORIA POLITICA ANARQUISTA E LIBERTARIA,"Camila Jourdan, Wallace dos Santos Moraes (orgs.)","R$69,90","34,95"
VISÃO DO SUICIDIO A PARTIR DO SER NO MUNDO,Carlos Henrique Martins Teixeira,"R$56,40","28,20"
"BESTA E O SOBERANO, A - VOLUME 1",Jacques Derrida,"R$148,90","74,45"
EXISTENCIA PARA ALEM DO SUJEITO,ANA MARIA LOPEZ CALVO DE FEIJOO,"R$74,90","37,45"
FILOSOFIA RADICAL E UTOPIA,Andityas Soares de Moura Costa Matos,"R$65,00","32,50"
"QUE E ESCLARECIMENTO, O",Vários,"R$32,00","16,00"
"PANDEMIA E O PANDEMONIO, A",André Duarte,"R$54,90","27,45"
"SI MESMO, OS OUTROS E O MUNDO, O",Cassiana Lopes Stephan,"R$58,90","29,45"
SONHO E EXISTENCIA,Ludwig Binswanger,"R$72,90","36,45"
TEDIO E TEMPO,Marco Antonio Casanova,"R$68,90","34,45"
USO DE DROGAS E PREVENÇÃO - 2a EDIÇÃO,Marcelo Sodelli,"R$53,00","26,50"
"CULTIVO DA VIDA, O",Alfried Längle; Dorothee Bürgi,"R$68,90","34,45"
"DOIS NASCIMENTOS DO HOMEM, OS","João Augusto Pompéia, Bilê Tatit Sapienza","R$62,80","31,40"
VIVER NAO E PRECISO,Diogo de Oliveira Boccardi,"R$58,90","29,45"
COMPAIXÃO,Alexandre Marques Cabral,"R$68,90","34,45"
DEPRESSÃO,Cristine Mattar,"R$69,90","34,95"
INTIMIDADE COMO METODO CLINICO,Paulo Roberto Reimão Machado,"R$67,90","33,95"
PSICOTERAPIA FENOMENOLOGICO EXISTENCIAL,José Paulo Giovanetti,"R$56,80","28,40"
"ULTIMO COPO, O - 2a EDIÇÃO",Daniel LIns,"R$64,90","32,45"
IDEIAS SOBRE UMA PSICOLOGIA DESCRITIVA E ANALÍTIC,Wilhelm Dilthey,"R$56,90","28,45"
NAS ENTRELINHAS DO TALVEZ,Elizabeth Muylaert Duque-Estrada,"R$40,90","20,45"
"ESSENCIA DA LIBERDADE HUMANA, A",MARTIN HEIDEGGER,"R$82,90","41,45"
"ETICA NAS FAMILIAS CONTEMPORANEAS, A",Caio Monteiro Silva,"R$59,90","29,95"
HEIDEGGER - A QUESTÃO DA VERDADE DO SER...,João A. Mac Dowell SJ  (org.),"R$62,90","31,45"
COMO SE FOSSE UM CRIME,ANGELA CARNEIRO,"R$45,90","22,95"
METAMORFOSE DO PODER,Alexandre Franco de Sá,"R$48,90","24,45"
"FONTE, A",ANGELA CARNEIRO,"R$38,00","19,00"
"REDENÇÃO DE DEUS, A","ALEXANDRE MARQUES CABRAL, JONAS REZENDE","R$80,90","40,45"
ETHOS NA ANTIGUIDADE,Izabela Bocayuva (Org.),"R$38,00","19,00"
HEIDEGGER E A TAREFA DA FILOSOFIA,"Jeff Malpas, Steven Crowell","R$58,90","29,45"
FENOMENOLOGIA HOJE IV,"Marco Antonio Casanova, Rebeca Furtado de Melo(org","R$75,90","37,95"
HISTORIA DO UNIVERSO EM QUADRINHOS - VOLUME I,LARRY GONICK,"R$34,00","17,00"
ETICA JUDAICA E PSICANALISE,ELIANA GABBAY,"R$59,00","29,50"
HISTORIA DO UNIVERSO EM QUADRINHOS - VOLUME II,LARRY GONICK,"R$34,00","17,00"
UM CAMINHO NA NOITE,LOIS LOWRY,"R$39,00","19,50"
"DIÁRIO DE UMA CAMAREIRA, O",OCTAVE MIRBEAU,"R$54,00","27,00"
